ra_deg	dec_deg	v_mag	b_v
37.26644	67.40247	4.46	0.153
37.30701	23.46903	6.20	0.155
37.39732	9.56563	6.09	1.022
37.56920	33.83371	6.26	1.079
37.63481	25.23504	5.88	0.412
37.63664	-22.54532	6.17	1.581
37.66008	19.85530	6.14	0.247
37.68835	0.25575	6.00	0.168
37.72666	17.70386	6.21	0.908
37.87540	2.26718	5.27	1.271
37.91893	-79.10938	5.27	0.981
37.95452	89.26411	1.97	0.636
38.02178	-15.24468	4.74	0.454
38.02571	36.14727	5.15	1.472
38.03925	-1.03490	5.36	1.004
38.06151	-36.42731	6.28	1.027
38.21925	34.54241	5.84	1.083
38.22559	15.03455	6.00	0.572
38.27928	-34.64997	5.91	1.064
38.41759	-20.00192	6.19	1.100
38.46127	-28.23234	4.96	-0.050
38.47754	-51.09355	6.24	0.509
38.67760	-7.85945	5.74	1.393
38.76722	7.47099	6.17	1.053
38.86625	39.66438	6.36	-0.095
38.91142	37.31226	5.72	1.389
38.94505	34.68756	5.38	1.652
38.96863	5.59325	4.87	0.880
39.00020	-7.83160	5.53	1.607
39.02039	6.88687	5.79	0.918
39.03861	-30.04498	5.74	1.017
39.14613	7.73003	5.81	1.040
39.15798	12.44764	5.64	0.516
39.17930	31.60767	6.07	1.052
39.23828	38.73358	5.91	0.502
39.24420	-34.57798	5.78	0.653
39.25218	24.64722	6.48	0.510
39.27738	32.89109	6.23	0.515
39.35155	-52.54309	5.30	0.289
39.40028	65.74534	5.80	1.561
39.42417	-3.39617	5.65	1.021
39.50314	7.69528	6.40	0.431
39.50846	72.81825	5.17	0.896
39.57429	37.72672	6.19	0.490
39.57776	-30.19406	5.84	0.476
39.60348	-37.99055	6.48	0.521
39.61647	38.08914	6.29	-0.029
39.65335	3.44320	6.21	0.999
39.70414	21.96141	5.45	0.168
39.87065	0.32851	4.08	-0.212
39.89098	-11.87216	4.83	0.447
39.89734	-68.26695	4.12	-0.061
39.94997	-42.89167	4.74	0.061
40.05176	-9.45288	5.79	0.524
40.06539	6.11194	6.26	0.397
40.16505	-54.54991	5.21	0.411
40.16681	-39.85538	4.11	1.006
40.17115	27.06094	5.30	0.081
40.30833	-0.69565	5.72	0.511
40.39220	-14.54928	5.98	0.429
40.45136	-3.21381	6.07	1.175
40.52753	-38.38369	5.99	0.917
40.53518	-46.52444	6.09	0.876
40.56215	40.19394	4.91	0.582
40.59142	20.01146	5.74	-0.017
40.62056	10.74172	6.32	0.064
40.63944	-50.80029	5.40	0.561
40.74801	53.52611	5.85	1.125
40.75774	48.26525	6.30	1.140
40.76183	55.10602	5.76	-0.110
40.82516	3.23582	3.47	0.093
40.83431	-40.52791	6.35	-0.022
40.86088	-66.71425	6.23	0.542
40.86297	27.70715	4.65	-0.122
40.87048	-2.53145	6.48	0.981
40.96352	25.63834	6.35	0.089
41.02150	44.29704	5.43	0.904
41.03062	-13.85870	4.24	-0.122
41.04405	-52.57060	6.15	0.088
41.04994	49.22845	4.10	0.514
41.07964	17.76393	6.40	1.143
41.08557	-32.52472	6.21	0.040
41.13739	15.31186	5.78	-0.024
41.20707	67.82463	5.95	0.136
41.23559	10.11415	4.27	0.311
41.23992	12.44576	5.17	0.234
41.27577	-18.57256	4.47	0.481
41.33711	4.71163	6.04	0.312
41.36449	-63.70455	5.73	0.932
41.38598	-67.61662	4.83	0.058
41.68794	-21.63952	6.48	0.387
41.74301	35.98352	6.27	0.935
41.76489	35.55468	6.28	0.385
41.79637	-22.48575	6.47	0.398
41.87981	44.27220	6.45	0.637
41.94878	81.44848	5.80	1.300
41.97725	29.24712	4.52	1.112
42.13371	18.28379	5.83	1.216
42.19127	25.18806	5.89	-0.033
42.23129	69.63429	6.26	0.151
42.25620	-62.80652	5.25	0.101
42.27258	-32.40590	4.45	0.981
42.32317	17.46431	5.26	-0.066
42.36214	37.32641	6.45	0.422
42.37807	57.08432	6.25	0.786
42.46234	-24.56031	6.14	0.998
42.47576	-27.94198	5.39	0.013
42.49597	27.26051	3.61	-0.100
42.56160	-35.84364	5.92	0.899
42.61858	-75.06695	4.76	1.337
42.64608	38.31864	4.22	0.343
42.64705	36.94833	6.44	0.617
42.66836	-35.67585	5.48	1.259
42.67421	55.89550	3.77	1.690
42.69920	-39.93222	6.36	0.040
42.75967	-21.00402	4.76	0.906
42.87328	15.08207	5.52	-0.099
42.87849	35.05974	4.56	1.554
42.92388	46.84194	5.86	0.903
42.94117	58.31429	6.46	0.104
42.98436	-30.81452	6.38	0.484
42.99480	68.88850	5.94	0.700
43.07927	-62.90958	6.03	1.249
43.13387	-12.76971	6.05	0.862
43.21141	-9.44124	6.31	0.196
43.21678	52.99735	6.35	0.093
43.22766	-65.45529	6.47	1.008
43.29873	16.48346	6.30	0.457
43.33780	48.56995	6.23	1.180
43.39332	-38.43700	5.93	0.437
43.39718	-22.37631	5.93	1.041
43.42756	38.33749	5.34	0.423
43.52696	-50.87140	6.22	1.571
43.56442	52.76248	3.93	0.758
43.95207	18.33164	5.76	1.452
43.98717	61.52114	5.59	0.445
44.05737	8.38156	5.97	0.478
44.10271	64.33244	6.17	1.994
44.10687	-8.89814	3.89	1.088
44.10898	18.02312	5.58	0.471
44.13876	47.16401	6.05	1.305
44.15593	-3.71232	5.16	0.084
44.21108	51.26128	6.22	1.567
44.26906	4.50103	6.15	1.623
44.30376	-29.85529	6.29	0.472
44.32201	31.93422	5.10	-0.007
44.34902	-23.86216	5.44	0.238
44.38595	-38.19092	6.41	-0.018
44.50970	38.61493	6.06	1.403
44.52176	20.66873	5.80	0.415
44.52389	-23.60601	5.82	1.334
44.56531	-40.30467	2.88	0.128
44.67532	-2.78288	5.22	0.014
44.69029	39.66273	4.68	0.065
44.69709	-9.77651	6.14	0.221
44.69915	-64.07128	4.98	0.126
44.76532	35.18313	4.94	1.235
44.77706	-28.90721	6.14	1.044
44.80302	21.34043	4.63	0.048
44.90076	-25.27413	5.69	0.427
44.90960	-32.50720	6.32	0.002
44.91616	41.03294	5.89	1.445
44.92150	-2.46495	5.56	-0.072
44.92876	8.90736	4.71	-0.109
44.95747	47.22069	5.47	0.869
45.04956	38.13174	6.11	-0.057
45.18392	10.87039	5.93	1.593
45.21200	-2.87862	6.11	1.751
45.21756	52.35174	5.24	-0.049
45.29177	-7.66301	5.75	1.043
45.40682	-28.09155	5.88	0.794
45.46793	5.33615	6.24	1.041
45.47559	26.46235	5.91	0.141
45.48383	-9.96141	5.84	1.092
45.53865	-6.49454	6.20	0.598
45.56437	-71.90246	5.51	-0.125
45.56988	4.08973	2.54	1.630
45.59382	4.35288	5.62	-0.107
45.59792	-23.62447	4.08	0.163
45.67614	-7.68547	5.32	0.941
45.73276	-46.97504	5.81	1.304
45.87566	28.26991	6.38	0.306
45.90341	-59.73778	5.12	0.349
45.98643	47.84848	6.48	0.301
46.06882	-7.60086	5.26	0.193
46.15861	1.86360	6.05	1.045
46.16935	15.85602	6.37	1.400
46.19913	53.50644	2.91	0.716
46.29414	38.84027	3.32	1.528
46.29707	-8.27425	6.30	1.020
46.33754	40.58218	6.06	1.011
46.36121	25.25517	5.45	-0.031
46.38505	56.70572	4.77	1.018
46.41736	56.06897	6.10	1.049
46.53268	79.41854	5.49	1.569
46.59869	13.18725	5.64	1.087
46.63955	-6.08855	5.23	1.575
46.82916	64.05759	5.89	-0.020
46.85697	17.87999	6.13	-0.123
46.88393	-78.98924	5.67	0.298
46.94726	47.30871	6.38	0.122
46.95391	-69.26492	6.12	1.011
46.96187	-27.83115	6.18	0.166
47.01605	52.21351	6.33	-0.019
47.04221	40.95565	2.09	-0.003
47.08795	18.79505	6.24	1.560
47.16163	8.47107	6.28	1.026
47.22575	62.38460	6.47	0.231
47.26675	49.61328	4.05	0.595
47.33388	20.76112	6.41	1.241
47.37405	44.85754	3.79	0.980
47.40309	29.07708	5.74	0.115
47.53683	27.81977	6.42	0.014
47.61269	26.89623	6.02	1.278
47.61354	-48.73416	6.11	1.118
47.64746	-23.73855	6.37	0.912
47.66164	11.87263	5.97	-0.061
47.77202	-13.26428	6.36	0.614
47.81970	-16.02497	6.25	1.167
47.82242	39.61158	4.61	1.115
47.82823	-3.81160	6.08	1.670
47.84133	13.04784	6.11	1.038
47.90736	19.72668	4.35	1.033
47.92780	81.47071	5.92	0.149
47.98446	74.39366	4.85	0.035
48.01887	-28.98762	3.80	0.543
48.03982	42.37591	6.15	-0.099
48.05936	27.25697	5.78	-0.106
48.10728	-44.41966	5.92	0.440
48.11008	47.72587	6.32	1.425
48.10985	6.66088	5.55	1.011
48.13817	-57.32155	5.71	2.419
48.19349	-1.19610	5.07	0.575
48.25621	-35.94369	6.29	-0.076
48.34947	48.17695	5.93	0.972
48.40811	-29.80413	6.17	1.041
48.72540	21.04444	4.87	-0.007
48.73578	42.50364	6.07	1.093
48.75113	-26.10046	6.25	0.038
48.83515	30.55669	5.61	0.012
48.94643	32.85671	6.30	0.366
48.94988	57.14062	5.79	0.644
48.95282	50.95589	6.46	0.100
48.95844	-8.81973	4.80	0.232
48.99025	-77.38845	5.51	0.438
49.00356	-5.91871	6.17	-0.018
49.00775	34.68851	6.25	0.290
49.01858	45.34613	6.15	1.674
49.05085	50.93766	5.04	1.107
49.09052	-5.73046	6.30	1.648
49.14662	32.18402	5.98	0.988
49.14902	-9.15468	6.14	0.407
49.29774	40.48298	6.44	-0.027
49.36082	-47.75166	5.84	1.228
49.38136	65.65837	6.41	0.079
49.41686	31.12705	6.40	0.574
49.44235	-62.57532	5.53	0.641
49.44064	39.28337	5.97	0.056
49.44731	44.02502	5.49	-0.060
49.49614	-66.92685	6.03	0.133
49.51081	-28.79708	5.93	0.337
49.55341	-62.50636	5.24	0.600
49.59210	-22.51112	4.86	0.904
49.59344	-0.93029	5.62	1.050
49.65726	50.22217	5.16	-0.073
49.67146	-18.55979	5.72	0.381
49.68260	34.22265	4.85	1.491
49.78183	50.09497	5.05	-0.067
49.84040	3.37020	4.84	0.681
49.87917	-21.75786	3.70	1.614
49.89545	-24.12290	5.63	1.663
49.98188	-43.06978	4.26	0.711
49.98249	27.07113	5.91	0.860
49.99697	65.65229	4.74	-0.108
50.08233	77.73474	5.44	0.211
50.08484	29.04846	4.47	1.555
50.10656	25.66274	6.14	1.241
50.18835	-26.60651	6.40	0.542
50.27835	3.67562	5.70	0.964
50.30677	21.14709	5.27	-0.067
50.35004	-23.63514	5.50	0.885
50.36066	43.32965	4.96	0.051
50.38930	-47.77666	6.40	0.989
50.46889	49.07090	5.94	0.468
50.54956	27.60755	5.55	1.100
50.56786	-25.58780	6.36	0.010
50.68851	20.74207	5.10	1.231
50.80498	49.21327	5.32	-0.076
50.82375	-7.79410	6.20	0.702
50.90127	0.91009	6.47	1.154
50.91246	4.88211	6.37	0.851
51.00964	-69.62461	6.14	0.482
51.04221	12.62959	6.03	1.227
51.07698	24.72406	5.50	1.190
51.08071	49.86118	1.79	0.481
51.10882	20.80349	6.07	-0.028
51.12376	33.53596	5.78	-0.001
51.16899	64.58600	5.13	2.038
51.20331	9.02887	3.61	0.887
51.40105	-69.33644	5.96	0.415
51.48267	-35.92089	6.39	0.082
51.48909	49.12076	6.09	-0.073
51.54910	-41.63694	6.33	0.054
51.59385	-27.31748	5.93	0.934
51.64745	28.71509	6.47	0.882
51.79230	9.73268	3.73	-0.082
51.82782	12.73529	6.29	-0.025
51.88925	-35.68132	5.71	1.284
52.00395	-11.28660	5.74	1.102
52.01279	49.06287	4.99	-0.091
52.04802	-35.85343	6.49	0.126
52.08625	33.80756	5.72	0.048
52.09830	60.25567	6.49	0.014
52.11070	22.80401	6.03	0.951
52.21803	49.84838	5.58	-0.054
52.26585	3.24870	6.41	0.790
52.26722	59.94033	4.21	0.419
52.34188	49.50895	4.67	-0.096
52.34449	-62.93753	4.71	0.410
52.35951	46.93787	6.21	0.131
52.40011	-12.67474	5.57	0.171
52.41307	-6.80446	6.01	1.020
52.47810	58.87875	4.55	0.489
52.47978	-42.63426	5.76	0.205
52.49539	-78.35185	5.68	0.932
52.50077	55.45181	5.09	0.022
52.54562	59.36595	6.14	0.095
52.55658	-41.36994	6.12	0.489
52.58082	71.86390	6.37	1.772
52.60195	11.33644	5.14	-0.041
52.64368	47.99522	4.36	1.367
52.65398	-47.37513	5.98	0.116
52.65396	48.10360	5.82	-0.033
52.65441	-5.07515	4.74	-0.092
52.68925	6.18870	5.93	0.953
52.71545	-66.48971	5.81	-0.055
52.71824	12.93668	4.14	1.112
52.87225	49.20977	6.29	0.067
52.95432	49.40109	6.41	0.075
52.97353	-25.61415	6.38	0.120
53.03584	48.02348	5.47	-0.101
53.08385	84.91104	5.62	0.894
53.10942	46.05686	5.30	0.398
53.14501	-50.37865	5.67	1.101
53.14979	9.37344	5.76	-0.072
53.16241	44.85576	6.42	-0.007
53.16674	35.46173	5.91	-0.084
53.21482	-61.01687	6.42	1.037
53.23268	-9.45826	3.72	0.881
53.38419	58.76524	6.45	0.168
53.39598	39.89948	5.79	0.139
53.41275	54.97486	5.98	0.114
53.42184	57.86873	6.37	0.523
53.44698	-21.63288	4.26	-0.106
53.48662	-31.08011	6.20	0.482
53.53491	17.83283	6.14	0.891
53.61094	24.46439	5.95	0.123
53.63995	-31.87480	6.39	1.404
53.65613	-9.86826	6.25	0.019
53.70451	6.41769	6.49	0.642
53.71836	-25.58283	6.48	0.985
53.75420	60.04143	6.43	0.433
53.98853	-5.12495	6.49	1.091
53.99028	-11.19378	5.56	0.915
54.07255	-17.46706	5.24	-0.117
54.12241	48.19263	4.32	-0.058
54.12559	-78.32307	6.29	1.150
54.19704	0.58776	5.82	0.885
54.21826	0.40166	4.29	0.575
54.27367	-40.27455	4.57	1.023
54.44930	15.43055	6.40	0.167
54.50076	42.58284	6.41	-0.064
54.58222	56.93271	6.29	-0.099
54.62189	-7.39186	5.86	0.980
54.69863	-27.94305	6.01	-0.027
54.75466	-5.62621	5.97	0.921
54.85451	75.73962	6.25	0.973
54.85586	-10.43728	6.19	1.031
54.85730	16.53669	6.18	1.000
54.90977	-3.39301	6.22	1.041
54.96301	3.05686	5.55	0.931
54.99820	-1.12123	6.12	0.994
55.04766	-15.22653	6.35	0.881
55.15972	-5.21071	5.53	-0.145
55.19296	25.32949	6.11	0.097
55.28274	37.58020	5.55	-0.062
55.30749	-11.80242	6.49	0.377
55.53885	63.21681	5.06	1.651
55.56209	-31.93836	4.99	-0.159
55.57895	19.70025	5.68	-0.016
55.59436	33.96503	4.97	-0.048
55.63683	-85.26196	6.40	-0.005
55.67806	59.96939	5.74	1.736
55.70856	-37.31352	4.59	1.191
55.73126	47.78755	3.01	-0.125
55.81209	-9.76339	3.52	0.915
55.89097	-10.48566	5.59	0.216
55.94672	19.66503	6.13	0.994
56.02658	-40.66029	6.45	1.059
56.02678	48.52366	6.06	1.552
56.04991	-64.80690	3.84	1.133
56.07972	32.28825	3.84	0.022
56.11751	20.92874	6.09	0.028
56.12713	-1.16309	5.24	-0.088
56.13097	36.46010	5.60	0.062
56.14121	-54.27403	6.29	1.035
56.17046	46.09981	6.10	0.291
56.20090	24.28947	5.45	-0.034
56.21035	-48.06130	6.49	1.011
56.21891	24.11334	3.72	-0.105
56.23541	-0.29672	5.56	1.411
56.29058	24.83926	5.66	-0.064
56.29847	42.57855	3.77	0.425
56.30206	24.46728	4.30	-0.110
56.31615	-47.35948	5.72	0.961
56.34890	-71.65813	6.26	-0.123
56.40454	38.67626	6.45	1.195
56.41851	6.04999	5.34	-0.099
56.45669	24.36775	3.87	-0.063
56.47698	24.55451	5.76	-0.036
56.49692	45.68190	5.66	-0.080
56.50391	67.20161	5.79	0.347
56.50971	63.34505	4.78	0.747
56.51208	24.52790	6.43	-0.020
56.53556	-12.10159	4.43	1.604
56.53901	6.80352	5.91	0.992
56.58156	23.94836	4.14	-0.051
56.61429	-29.33816	5.91	0.110
56.71203	-23.24972	4.22	0.434
56.80975	-74.23896	3.26	1.590
56.87115	24.10514	2.85	-0.086
56.88395	55.92196	6.09	-0.020
56.91521	-23.87468	5.24	0.075
56.95425	32.19541	6.26	0.474
56.95672	-36.10578	6.21	-0.102
56.98350	-30.16788	5.52	0.973
57.02725	24.98842	6.44	1.701
57.06779	11.14329	5.08	-0.125
57.07531	50.73677	6.18	0.028
57.08673	23.42125	5.44	-0.067
57.14877	-20.90298	5.81	1.602
57.14949	-37.62015	4.30	-0.038
57.16231	0.22786	5.91	1.224
57.23725	23.85714	6.47	0.377
57.28382	43.96309	5.95	0.279
57.29059	24.05342	3.62	-0.070
57.29673	24.13671	5.05	-0.082
57.30724	70.87105	5.40	0.096
57.33232	57.11827	6.46	0.061
57.36352	-36.20025	4.17	0.927
57.38034	65.52597	4.39	1.870
57.38621	33.09138	5.14	0.057
57.40249	63.29697	5.82	0.189
57.43138	23.71186	6.17	-0.046
57.47947	22.24415	6.05	-0.006
57.51842	44.96786	5.65	0.779
57.56735	-1.52257	6.47	0.435
57.57891	25.57936	5.24	0.231
57.58962	71.33227	4.59	0.064
57.81612	13.04608	6.30	-0.058
57.92407	68.50749	6.31	-0.057
57.97383	34.35912	5.78	-0.036
58.00095	6.53491	5.66	0.046
58.01852	31.16858	6.22	0.206
58.17357	-5.36126	5.48	-0.090
58.29186	17.32708	5.97	0.354
58.30387	-18.43445	6.21	0.866
58.38883	-46.89367	5.93	1.220
58.39366	25.68288	6.35	0.110
58.41126	48.65050	5.76	1.040
58.41228	-34.73230	5.11	-0.133
58.42793	-24.61223	4.64	-0.136
58.43036	57.97514	5.80	0.182
58.53301	31.88364	2.84	0.271
58.57293	-2.95473	4.46	0.672
58.59651	-40.35701	5.70	0.599
58.64151	-52.69043	6.46	0.158
58.81720	-12.09910	5.99	0.323
58.99239	47.87142	5.39	-0.073
59.01662	-63.46372	6.14	1.094
59.11526	-13.59753	6.37	1.585
59.11954	35.08090	5.49	-0.058
59.12598	71.82161	6.31	0.333
59.15218	50.69538	5.28	0.425
59.15805	-9.75084	6.18	0.269
59.21699	22.47797	5.62	0.345
59.25716	6.03997	6.09	0.058
59.26587	23.17555	6.05	0.031
59.28454	61.10888	4.99	1.435
59.35602	63.07226	4.95	-0.074
59.35992	24.46194	6.19	1.372
59.46346	40.01021	2.90	-0.199
59.50736	-13.50852	2.97	1.588
59.62152	38.84025	6.32	1.081
59.67876	-57.10236	6.05	0.439
59.68646	-61.40019	4.56	1.590
59.71831	-5.46995	5.85	1.001
59.74125	35.79103	3.98	0.016
59.87555	-12.57442	5.61	1.479
59.91872	10.33040	6.35	0.417
59.98118	-24.01622	4.62	-0.121
60.15370	17.29666	6.31	0.056
60.16940	-30.49070	5.93	0.036
60.17007	12.49035	3.41	-0.099
60.20319	18.19400	5.89	0.319
60.22420	-62.15928	4.48	1.500
60.31180	36.98948	6.39	-0.005
60.32563	-61.07882	4.97	1.386
60.38354	-1.54966	5.28	-0.133
60.44223	9.99802	5.67	0.005
60.65310	-0.26892	5.38	0.516
60.78908	5.98931	3.91	0.032
60.85311	-20.14380	6.47	-0.178
60.93585	5.43562	5.32	-0.080
60.98585	8.19727	5.45	0.371
61.03628	-16.58873	6.36	1.266
61.04115	2.82695	5.36	0.505
61.09031	24.10599	5.46	0.813
61.09465	-12.79230	5.62	1.062
61.11317	59.15551	5.00	0.495
61.17043	-20.38186	6.12	1.157
61.17382	22.08193	4.36	1.064
61.33441	22.00891	5.90	0.620
61.40598	-27.65181	5.59	0.324
61.44463	-20.51256	6.34	0.918
61.48545	-8.85610	6.27	0.063
61.51326	68.67997	5.88	1.543
61.64601	50.35126	4.25	-0.011
61.65172	27.59990	5.18	-0.124
61.65266	54.00866	6.31	0.983
61.66184	65.52080	6.14	0.145
61.75189	29.00130	5.21	0.359
61.79491	74.00036	6.49	0.977
61.83976	-64.22229	6.37	0.636
61.92493	15.16279	6.02	0.397
61.99757	17.33990	5.89	1.497
62.06412	37.72749	6.07	0.943
62.15257	38.03973	5.52	0.520
62.16538	47.71251	3.96	-0.025
62.25654	13.39828	5.94	0.052
62.29153	19.60922	5.51	1.077
62.32432	-16.38587	5.45	-0.147
62.34264	54.82886	6.25	0.448
62.36488	59.90807	6.29	1.112
62.42920	3.32270	6.49	0.443
62.50683	86.62614	5.84	0.393
62.51143	80.69868	5.10	0.589
62.59384	-6.92385	5.44	0.941
62.69113	-35.27379	6.43	1.070
62.69902	-8.81981	5.70	1.057
62.70775	26.48095	5.39	0.352
62.71079	-41.99357	4.93	0.334
62.74592	33.58679	5.75	1.412
62.83451	5.52305	5.71	0.360
62.90085	-20.35616	5.80	0.165
62.96642	-6.83758	4.04	0.327
62.98390	-8.83749	6.45	0.950
63.00114	-17.27473	6.41	0.968
63.13064	17.27746	6.09	1.081
63.21352	22.41346	6.14	0.171
63.21593	68.50115	6.33	1.169
63.38793	7.71604	5.29	0.366
63.39404	10.21246	6.24	0.021
63.39884	-40.35776	6.36	1.468
63.40895	-1.14974	6.45	-0.125
63.43676	72.12615	6.05	1.019
63.45765	12.75370	6.25	1.143
63.48494	9.26382	4.84	0.799
63.49872	37.96715	6.47	1.029
63.50048	-42.29437	3.85	1.085
63.59870	-10.25628	4.87	1.156
63.60618	-62.47386	3.33	0.915
63.65098	10.01141	5.22	-0.085
63.70227	-62.19181	5.45	1.106
63.71695	37.54267	6.31	0.958
63.72216	40.48367	4.67	1.007
63.72443	48.40933	4.12	0.935
63.75748	57.46036	6.06	0.600
63.81800	-7.65287	4.43	0.820
63.87000	6.18686	6.32	0.570
63.88357	8.89236	4.27	-0.054
63.94285	15.40070	6.31	0.400
64.00661	-51.48665	4.26	0.312
64.08740	-60.94848	6.34	0.097
64.12095	-59.30216	4.44	1.078
64.17953	53.61180	5.20	0.052
64.22315	61.84999	5.69	-0.116
64.28374	57.86035	5.72	1.108
64.31525	20.57859	4.93	0.259
64.33009	-6.47218	5.95	1.078
64.41780	-63.25541	5.88	-0.061
64.46585	80.53578	6.39	0.947
64.47359	-33.79835	3.55	-0.108
64.49697	-80.21403	5.67	0.836
64.53379	42.14116	6.22	-0.072
64.56091	50.29550	4.60	0.043
64.56699	-20.71526	6.00	1.597
64.59668	21.57930	5.64	0.277
64.65622	-22.96972	6.09	0.302
64.66677	-52.86010	6.08	0.489
64.76203	-33.90462	6.36	0.132
64.80516	50.04870	5.46	0.235
64.81957	-44.26792	5.33	1.066
64.85874	21.14231	5.50	-0.069
64.90294	21.77349	5.34	-0.107
64.90590	10.12144	6.31	1.428
64.94835	15.62764	3.65	0.981
64.99043	14.03520	5.58	0.283
65.04145	31.95317	6.16	1.679
65.04797	50.92093	5.55	-0.031
65.06012	41.80807	5.95	0.962
65.08840	27.35075	4.97	1.150
65.10266	34.56673	4.93	0.950
65.10462	18.74261	6.11	0.404
65.15129	15.09545	5.26	0.225
65.16101	-6.24599	6.15	0.901
65.16256	-20.63962	5.38	-0.027
65.16802	65.14044	5.26	0.820
65.17186	6.13080	5.76	0.914
65.17848	-7.59249	5.85	-0.124
65.21967	13.86443	6.15	0.456
65.24195	-81.57992	5.78	0.359
65.36266	-0.09817	5.86	1.320
65.38048	-25.72858	6.08	0.371
65.38820	46.49888	4.80	-0.022
65.40631	-6.28417	6.45	0.056
65.44854	60.73563	5.40	1.497
65.46586	56.50632	5.91	0.112
65.47219	-63.38639	5.24	0.955
65.51466	14.07720	5.72	0.315
65.59471	20.82142	5.91	1.660
65.64560	25.62931	5.38	-0.041
65.73372	17.54251	3.77	0.983
65.74145	59.61618	6.18	0.108
65.77364	-24.89216	5.81	1.507
65.78232	-35.54482	6.38	1.242
65.85443	16.77726	5.64	0.310
65.88486	20.98204	6.00	0.029
65.89923	42.42791	6.25	0.023
65.92022	-3.74547	5.17	0.072
65.96594	9.46097	5.10	0.074
65.99901	24.30099	6.34	0.173
66.00924	-34.01685	3.97	1.468
66.02400	17.44413	4.80	0.154
66.05086	-57.07134	6.28	0.659
66.06034	12.15799	6.42	1.408
66.12148	34.13076	5.73	-0.054
66.15609	33.95969	5.77	0.400
66.23803	19.04201	5.97	0.378
66.27224	-61.23819	5.94	1.533
66.32966	-44.16090	6.38	0.457
66.34236	22.29387	4.21	0.136
66.35423	22.20000	5.27	0.250
66.37243	17.92791	4.30	0.049
66.40549	15.94101	6.44	0.509
66.50562	4.37345	6.37	1.078
66.52629	31.43891	5.29	0.986
66.57693	22.81358	4.28	0.263
66.58642	15.61827	4.48	0.262
66.58793	8.59027	6.06	-0.010
66.65155	14.71378	4.69	0.979
66.73721	-24.08132	6.11	0.143
66.75291	2.07941	6.23	1.087
66.75364	57.58529	6.28	0.063
66.76226	80.82416	5.42	1.179
66.77489	-46.94751	6.10	0.470
66.82270	22.99634	5.53	-0.098
66.86987	11.21230	5.87	0.049
66.94178	-62.52121	5.74	1.005
67.00326	21.61991	5.72	0.270
67.01516	1.85861	6.14	1.018
67.03943	-41.95983	6.41	1.614
67.05530	83.80779	5.51	-0.106
67.09751	14.74097	5.90	0.325
67.10988	16.35967	4.96	1.137
67.13383	1.38082	5.53	-0.099
67.14373	15.96218	3.84	0.952
67.15416	19.18043	3.53	1.014
67.16266	-19.45887	5.95	1.215
67.16559	15.87088	3.40	0.179
67.20902	13.04760	5.02	0.215
67.21663	30.36149	6.38	0.547
67.27886	-13.04837	5.61	-0.202
67.33369	-46.51527	6.13	1.062
67.50152	83.34038	5.47	0.855
67.50954	10.26221	6.47	1.038
67.53583	15.63784	5.58	0.324
67.54168	-13.59237	6.22	1.001
67.64014	16.19401	4.78	0.170
67.65568	13.72440	5.40	0.263
67.66003	32.45777	6.18	-0.026
67.66204	15.69188	5.47	0.258
67.66804	-35.65350	5.95	1.005
67.70875	-44.95375	5.07	-0.194
67.77996	15.10504	6.28	1.725
67.85041	40.01019	6.25	0.009
67.85771	-13.64422	6.25	0.086
67.96566	15.85156	6.01	0.338
67.96945	-0.04401	4.91	1.320
67.98728	36.74269	6.35	1.089
68.00767	53.91083	5.78	0.119
68.02004	5.41003	6.37	0.420
68.15647	-3.20954	5.76	-0.117
68.34203	-10.78533	6.06	1.379
68.35376	43.06389	6.09	0.370
68.37783	72.52860	5.94	0.306
68.37730	-29.76649	4.49	0.972
68.38770	18.01672	6.24	0.077
68.39146	-62.82368	5.79	1.028
68.45073	9.41357	6.01	1.061
68.46216	14.84442	4.65	0.255
68.47803	-6.73891	5.71	-0.128
68.49907	-55.04497	3.30	-0.079
68.53445	5.56862	5.67	0.055
68.54845	-8.23135	5.20	1.708
68.54904	-8.97026	5.24	1.465
68.55914	-6.83781	6.09	1.384
68.65830	28.96115	5.88	-0.048
68.65892	-24.04050	6.37	1.137
68.75296	-19.92138	6.12	1.174
68.88766	-30.56234	3.81	0.957
68.91358	10.16079	4.25	0.184
68.92733	19.88179	6.33	0.754
68.98016	16.50930	0.87	1.538
69.00697	-3.61164	6.34	-0.100
69.07976	-3.35246	3.93	-0.210
69.10082	64.26160	5.91	-0.009
69.12141	23.34085	6.01	0.380
69.17262	41.26481	4.25	1.171
69.18997	-62.07715	5.59	1.500
69.21221	-30.71678	6.28	-0.095
69.30697	0.99831	5.32	-0.107
69.31158	18.54303	6.49	0.810
69.33028	-41.87294	6.40	0.167
69.40055	-2.47355	5.22	0.283
69.53935	16.03329	5.78	0.312
69.53943	12.51084	4.27	0.122
69.54510	-14.30402	3.86	1.082
69.56596	20.68472	5.85	-0.019
69.59052	-77.65600	6.05	1.080
69.72315	-12.12312	4.99	0.074
69.76792	-51.67275	6.45	1.321
69.77565	7.87098	5.38	0.257
69.78840	15.79985	5.08	0.141
69.81876	15.91798	4.67	0.147
69.83213	-14.35919	5.46	1.054
69.84645	25.21827	6.21	0.176
69.94676	-1.05246	6.11	0.943
69.97783	53.07954	5.07	1.079
69.99195	53.47302	5.36	0.331
70.01424	12.19761	5.45	-0.121
70.02834	-24.48237	5.56	0.926
